FLOPs,Patch size,Tokens,Encoder parameters,Global model parameters,Decoder parameters,Global model dimension,Encoder/Decoder dimension,Global model layers,Decoder layers
s,1.5,36370001510.664375,344309.76,10625679.36,1032929.28,384,192,6,3
m,1.5,72740003021.32875,344309.76,10625679.36,1032929.28,384,192,6,3
s,1.5,23243836998.892628,612106.24,18890096.64,1836318.72,512,256,6,3
m,1.5,46487673997.785255,612106.24,18890096.64,1836318.72,512,256,6,3
l,1.5,116219184994.46313,612106.24,18890096.64,1836318.72,512,256,6,3
s,1.5,16199557816.86983,956416.0,29515776.0,2869248.0,640,320,6,3
m,1.5,32399115633.73966,956416.0,29515776.0,2869248.0,640,320,6,3
l,1.5,80997789084.34914,956416.0,29515776.0,2869248.0,640,320,6,3
xl,1.5,161995578168.69827,956416.0,29515776.0,2869248.0,640,320,6,3
s,1.5,14280424620.588995,956416.0,35714088.96,2869248.0,704,320,6,3
m,1.5,28560849241.17799,956416.0,35714088.96,2869248.0,704,320,6,3
l,1.5,71402123102.94498,956416.0,35714088.96,2869248.0,704,320,6,3
xl,1.5,142804246205.88995,956416.0,35714088.96,2869248.0,704,320,6,3
s,1.5,13381006770.335543,1377239.04,35714088.96,4131717.12,704,384,6,3
m,1.5,26762013540.671085,1377239.04,35714088.96,4131717.12,704,384,6,3
l,1.5,66905033851.67772,1377239.04,35714088.96,4131717.12,704,384,6,3
xl,1.5,133810067703.35544,1377239.04,35714088.96,4131717.12,704,384,6,3
s,1.5,11959010710.83441,1377239.04,42502717.44,4131717.12,768,384,6,3
m,1.5,23918021421.66882,1377239.04,42502717.44,4131717.12,768,384,6,3
l,1.5,59795053554.17205,1377239.04,42502717.44,4131717.12,768,384,6,3
xl,1.5,119590107108.3441,1377239.04,42502717.44,4131717.12,768,384,6,3
l,1.5,53708325261.3301,1377239.04,49881661.44,4131717.12,832,384,6,3
xl,1.5,107416650522.6602,1377239.04,49881661.44,4131717.12,832,384,6,3
l,1.5,50698631358.242714,1874575.3599999999,49881661.44,5623726.08,832,448,6,3
xl,1.5,101397262716.48543,1874575.3599999999,49881661.44,5623726.08,832,448,6,3
l,1.5,46002905440.46111,1874575.3599999999,57850920.96,5623726.08,896,448,6,3
xl,1.5,92005810880.92223,1874575.3599999999,57850920.96,5623726.08,896,448,6,3
l,1.5,41895030107.73937,1874575.3599999999,66410496.0,5623726.08,960,448,6,3
xl,1.5,83790060215.47874,1874575.3599999999,66410496.0,5623726.08,960,448,6,3
l,1.5,39779733366.159874,2448424.96,66410496.0,7345274.88,960,512,6,3
xl,1.5,79559466732.31975,2448424.96,66410496.0,7345274.88,960,512,6,3
l,1.5,36512455502.70863,2448424.96,75560386.56,7345274.88,1024,512,6,3
xl,1.5,73024911005.41727,2448424.96,75560386.56,7345274.88,1024,512,6,3
l,1.5,33607274454.472527,2448424.96,85300592.64,7345274.88,1088,512,6,3
xl,1.5,67214548908.94505,2448424.96,85300592.64,7345274.88,1088,512,6,3
xl,1.5,64125891457.622765,3098787.84,85300592.64,9296363.52,1088,576,6,3
xl,1.5,59392541824.79812,3098787.84,95631114.24,9296363.52,1152,576,6,3
xl,1.5,55129927425.58749,3098787.84,106551951.36000001,9296363.52,1216,576,6,3
xl,1.5,52805193708.64626,3825664.0,106551951.36000001,11476992.0,1216,640,6,3
xl,1.5,49264966696.882515,3825664.0,118063104.0,11476992.0,1280,640,6,3
xl,1.5,47216733849.80855,4629053.4399999995,118063104.0,13887160.319999998,1280,704,6,3
s,1.5,39795156279.54629,344309.76,8608768.0,1032929.28,320,192,7,3
m,1.5,79590312559.09258,344309.76,8608768.0,1032929.28,320,192,7,3
s,1.5,31884024020.53605,344309.76,12396625.92,1032929.28,384,192,7,3
m,1.5,63768048041.0721,344309.76,12396625.92,1032929.28,384,192,7,3
s,1.5,24180969735.25207,612106.24,16873185.28,1836318.72,448,256,7,3
m,1.5,48361939470.50414,612106.24,16873185.28,1836318.72,448,256,7,3
l,1.5,120904848676.26036,612106.24,16873185.28,1836318.72,448,256,7,3
s,1.5,20421824740.874603,612106.24,22038446.08,1836318.72,512,256,7,3
m,1.5,40843649481.74921,612106.24,22038446.08,1836318.72,512,256,7,3
l,1.5,102109123704.37302,612106.24,22038446.08,1836318.72,512,256,7,3
s,1.5,16351764302.519342,956416.0,27892408.32,2869248.0,576,320,7,3
m,1.5,32703528605.038685,956416.0,27892408.32,2869248.0,576,320,7,3
l,1.5,81758821512.59671,956416.0,27892408.32,2869248.0,576,320,7,3
xl,1.5,163517643025.19342,956416.0,27892408.32,2869248.0,576,320,7,3
s,1.5,14256128948.625174,956416.0,34435072.0,2869248.0,640,320,7,3
m,1.5,28512257897.250347,956416.0,34435072.0,2869248.0,640,320,7,3
l,1.5,71280644743.12587,956416.0,34435072.0,2869248.0,640,320,7,3
xl,1.5,142561289486.25174,956416.0,34435072.0,2869248.0,640,320,7,3
s,1.5,13359672843.928047,1377239.04,34435072.0,4131717.12,640,384,7,3
m,1.5,26719345687.856094,1377239.04,34435072.0,4131717.12,640,384,7,3
l,1.5,66798364219.640236,1377239.04,34435072.0,4131717.12,640,384,7,3
xl,1.5,133596728439.28047,1377239.04,34435072.0,4131717.12,640,384,7,3
s,1.5,11830032297.722454,1377239.04,41666437.120000005,4131717.12,704,384,7,3
m,1.5,23660064595.44491,1377239.04,41666437.120000005,4131717.12,704,384,7,3
l,1.5,59150161488.612274,1377239.04,41666437.120000005,4131717.12,704,384,7,3
xl,1.5,118300322977.22455,1377239.04,41666437.120000005,4131717.12,704,384,7,3
l,1.5,52688252072.953094,1377239.04,49586503.68,4131717.12,768,384,7,3
xl,1.5,105376504145.90619,1377239.04,49586503.68,4131717.12,768,384,7,3
l,1.5,49788711684.057335,1874575.3599999999,49586503.68,5623726.08,768,448,7,3
xl,1.5,99577423368.11467,1874575.3599999999,49586503.68,5623726.08,768,448,7,3
l,1.5,44850988587.89092,1874575.3599999999,58195271.68,5623726.08,832,448,7,3
xl,1.5,89701977175.78185,1874575.3599999999,58195271.68,5623726.08,832,448,7,3
l,1.5,40576228585.9617,1874575.3599999999,67492741.12,5623726.08,896,448,7,3
xl,1.5,81152457171.9234,1874575.3599999999,67492741.12,5623726.08,896,448,7,3
l,1.5,38588850720.658356,2448424.96,67492741.12,7345274.88,896,512,7,3
xl,1.5,77177701441.31671,2448424.96,67492741.12,7345274.88,896,512,7,3
l,1.5,35210176427.38878,2448424.96,77478912.0,7345274.88,960,512,7,3
xl,1.5,70420352854.77756,2448424.96,77478912.0,7345274.88,960,512,7,3
xl,1.5,64463560886.5136,2448424.96,88153784.32,7345274.88,1024,512,7,3
l,1.5,33518727974.119843,3098787.84,77478912.0,9296363.52,960,576,7,3
xl,1.5,67037455948.239685,3098787.84,77478912.0,9296363.52,960,576,7,3
xl,1.5,61617204199.92023,3098787.84,88153784.32,9296363.52,1024,576,7,3
xl,1.5,56784938385.92906,3098787.84,99517358.08,9296363.52,1088,576,7,3
xl,1.5,52465226668.9521,3098787.84,111569633.28,9296363.52,1152,576,7,3
xl,1.5,54321649965.87429,3825664.0,99517358.08,11476992.0,1088,640,7,3
xl,1.5,50355493346.996765,3825664.0,111569633.28,11476992.0,1152,640,7,3
xl,1.5,46777899258.25656,3825664.0,124310609.92000002,11476992.0,1216,640,7,3
s,1.5,35579013238.58222,344309.76,9838592.0,1032929.28,320,192,8,3
m,1.5,71158026477.16444,344309.76,9838592.0,1032929.28,320,192,8,3
s,1.5,21639206703.06419,612106.24,19283640.32,1836318.72,448,256,8,3
m,1.5,43278413406.12838,612106.24,19283640.32,1836318.72,448,256,8,3
l,1.5,108196033515.32094,612106.24,19283640.32,1836318.72,448,256,8,3
s,1.5,17006959913.989355,956416.0,25186795.52,2869248.0,512,320,8,3
m,1.5,34013919827.97871,956416.0,25186795.52,2869248.0,512,320,8,3
l,1.5,85034799569.94678,956416.0,25186795.52,2869248.0,512,320,8,3
xl,1.5,170069599139.89355,956416.0,25186795.52,2869248.0,512,320,8,3
s,1.5,14644201390.169117,956416.0,31877038.08,2869248.0,576,320,8,3
m,1.5,29288402780.338234,956416.0,31877038.08,2869248.0,576,320,8,3
l,1.5,73221006950.8456,956416.0,31877038.08,2869248.0,576,320,8,3
xl,1.5,146442013901.6912,956416.0,31877038.08,2869248.0,576,320,8,3
s,1.5,12009513187.914604,1377239.04,39354368.0,4131717.12,640,384,8,3
m,1.5,24019026375.82921,1377239.04,39354368.0,4131717.12,640,384,8,3
l,1.5,60047565939.57302,1377239.04,39354368.0,4131717.12,640,384,8,3
xl,1.5,120095131879.14604,1377239.04,39354368.0,4131717.12,640,384,8,3
l,1.5,53006275488.0119,1377239.04,47618785.28,4131717.12,704,384,8,3
xl,1.5,106012550976.0238,1377239.04,47618785.28,4131717.12,704,384,8,3
l,1.5,50072601005.27204,1874575.3599999999,47618785.28,5623726.08,704,448,8,3
xl,1.5,100145202010.54408,1874575.3599999999,47618785.28,5623726.08,704,448,8,3
l,1.5,44761463767.530205,1874575.3599999999,56670289.92,5623726.08,768,448,8,3
xl,1.5,89522927535.06041,1874575.3599999999,56670289.92,5623726.08,768,448,8,3
l,1.5,40212794960.72838,1874575.3599999999,66508881.92,5623726.08,832,448,8,3
xl,1.5,80425589921.45676,1874575.3599999999,66508881.92,5623726.08,832,448,8,3
l,1.5,38260002116.88307,2448424.96,66508881.92,7345274.88,832,512,8,3
xl,1.5,76520004233.76614,2448424.96,66508881.92,7345274.88,832,512,8,3
l,1.5,34696398723.90609,2448424.96,77134561.28,7345274.88,896,512,8,3
xl,1.5,69392797447.81218,2448424.96,77134561.28,7345274.88,896,512,8,3
xl,1.5,63164547636.57141,2448424.96,88547328.0,7345274.88,960,512,8,3
xl,1.5,60429316005.03907,3098787.84,88547328.0,9296363.52,960,576,8,3
xl,1.5,55408058337.697815,3098787.84,100747182.08,9296363.52,1024,576,8,3
xl,1.5,50952085814.70459,3098787.84,113734123.52,9296363.52,1088,576,8,3
xl,1.5,53060308310.66325,3825664.0,100747182.08,11476992.0,1024,640,8,3
xl,1.5,48959980222.42408,3825664.0,113734123.52,11476992.0,1088,640,8,3
s,1.5,32170655972.131744,344309.76,11068416.0,1032929.28,320,192,9,3
m,1.5,64341311944.26349,344309.76,11068416.0,1032929.28,320,192,9,3
s,1.5,23714600362.313564,612106.24,15938519.040000001,1836318.72,384,256,9,3
m,1.5,47429200724.62713,612106.24,15938519.040000001,1836318.72,384,256,9,3
l,1.5,118573001811.56783,612106.24,15938519.040000001,1836318.72,384,256,9,3
s,1.5,19580969017.48074,612106.24,21694095.36,1836318.72,448,256,9,3
m,1.5,39161938034.96148,612106.24,21694095.36,1836318.72,448,256,9,3
l,1.5,97904845087.40369,612106.24,21694095.36,1836318.72,448,256,9,3
s,1.5,15445322402.150642,956416.0,28335144.96,2869248.0,512,320,9,3
m,1.5,30890644804.301285,956416.0,28335144.96,2869248.0,512,320,9,3
l,1.5,77226612010.75322,956416.0,28335144.96,2869248.0,512,320,9,3
xl,1.5,154453224021.50644,956416.0,28335144.96,2869248.0,512,320,9,3
s,1.5,13259548746.284843,956416.0,35861667.839999996,2869248.0,576,320,9,3
m,1.5,26519097492.569687,956416.0,35861667.839999996,2869248.0,576,320,9,3
l,1.5,66297743731.42422,956416.0,35861667.839999996,2869248.0,576,320,9,3
xl,1.5,132595487462.84843,956416.0,35861667.839999996,2869248.0,576,320,9,3
s,1.5,12480622086.922962,1377239.04,35861667.839999996,4131717.12,576,384,9,3
m,1.5,24961244173.845924,1377239.04,35861667.839999996,4131717.12,576,384,9,3
l,1.5,62403110434.61481,1377239.04,35861667.839999996,4131717.12,576,384,9,3
xl,1.5,124806220869.22961,1377239.04,35861667.839999996,4131717.12,576,384,9,3
s,1.5,10907205585.516806,1377239.04,44273664.0,4131717.12,640,384,9,3
m,1.5,21814411171.03361,1377239.04,44273664.0,4131717.12,640,384,9,3
l,1.5,54536027927.58403,1377239.04,44273664.0,4131717.12,640,384,9,3
xl,1.5,109072055855.16806,1377239.04,44273664.0,4131717.12,640,384,9,3
l,1.5,45598454308.99469,1874575.3599999999,53571133.44,5623726.08,704,448,9,3
xl,1.5,91196908617.98938,1874575.3599999999,53571133.44,5623726.08,704,448,9,3
l,1.5,40656327651.95956,1874575.3599999999,63754076.160000004,5623726.08,768,448,9,3
xl,1.5,81312655303.91911,1874575.3599999999,63754076.160000004,5623726.08,768,448,9,3
l,1.5,38661288611.307304,2448424.96,63754076.160000004,7345274.88,768,512,9,3
xl,1.5,77322577222.61461,2448424.96,63754076.160000004,7345274.88,768,512,9,3
l,1.5,34832755068.72877,2448424.96,74822492.16,7345274.88,832,512,9,3
xl,1.5,69665510137.45753,2448424.96,74822492.16,7345274.88,832,512,9,3
l,1.5,31517257264.634007,2448424.96,86776381.44,7345274.88,896,512,9,3
xl,1.5,63034514529.26801,2448424.96,86776381.44,7345274.88,896,512,9,3
xl,1.5,60310290170.65786,3098787.84,86776381.44,9296363.52,896,576,9,3
xl,1.5,55007058611.374565,3098787.84,99615744.0,9296363.52,960,576,9,3
xl,1.5,50335741814.01508,3098787.84,113340579.84,9296363.52,1024,576,9,3
xl,1.5,52692458149.54204,3825664.0,99615744.0,11476992.0,960,640,9,3
xl,1.5,48390619960.98796,3825664.0,113340579.84,11476992.0,1024,640,9,3
s,1.5,29358230542.383385,344309.76,12024832.0,1032929.28,320,192,10,3
m,1.5,58716461084.76677,344309.76,12024832.0,1032929.28,320,192,10,3
s,1.5,21721848456.596287,612106.24,17315758.080000002,1836318.72,384,256,10,3
m,1.5,43443696913.19257,612106.24,17315758.080000002,1836318.72,384,256,10,3
l,1.5,108609242282.98143,612106.24,17315758.080000002,1836318.72,384,256,10,3
s,1.5,14146355526.272158,956416.0,30783569.92,2869248.0,512,320,10,3
m,1.5,28292711052.544315,956416.0,30783569.92,2869248.0,512,320,10,3
l,1.5,70731777631.3608,956416.0,30783569.92,2869248.0,512,320,10,3
xl,1.5,141463555262.7216,956416.0,30783569.92,2869248.0,512,320,10,3
s,1.5,11460642240.161604,1377239.04,38960455.67999999,4131717.12,576,384,10,3
m,1.5,22921284480.323208,1377239.04,38960455.67999999,4131717.12,576,384,10,3
l,1.5,57303211200.80802,1377239.04,38960455.67999999,4131717.12,576,384,10,3
xl,1.5,114606422401.61604,1377239.04,38960455.67999999,4131717.12,576,384,10,3
l,1.5,49951197500.21798,1377239.04,48099328.0,4131717.12,640,384,10,3
xl,1.5,99902395000.43596,1377239.04,48099328.0,4131717.12,640,384,10,3
l,1.5,47337611883.16995,1874575.3599999999,48099328.0,5623726.08,640,448,10,3
xl,1.5,94675223766.3399,1874575.3599999999,48099328.0,5623726.08,640,448,10,3
l,1.5,41858283304.46521,1874575.3599999999,58200186.879999995,5623726.08,704,448,10,3
xl,1.5,83716566608.93042,1874575.3599999999,58200186.879999995,5623726.08,704,448,10,3
l,1.5,37240911818.44972,1874575.3599999999,69263032.32000001,5623726.08,768,448,10,3
xl,1.5,74481823636.89944,1874575.3599999999,69263032.32000001,5623726.08,768,448,10,3
l,1.5,35560058934.52205,2448424.96,69263032.32000001,7345274.88,768,512,10,3
xl,1.5,71120117869.0441,2448424.96,69263032.32000001,7345274.88,768,512,10,3
l,1.5,31969038821.699738,2448424.96,81287864.32,7345274.88,832,512,10,3
xl,1.5,63938077643.399475,2448424.96,81287864.32,7345274.88,832,512,10,3
l,1.5,30568464251.866844,3098787.84,81287864.32,9296363.52,832,576,10,3
xl,1.5,61136928503.73369,3098787.84,81287864.32,9296363.52,832,576,10,3
xl,1.5,55449199474.93338,3098787.84,94274682.88,9296363.52,896,576,10,3
xl,1.5,50477744961.51826,3098787.84,108223488.0,9296363.52,960,576,10,3
xl,1.5,48521846010.137886,3825664.0,108223488.0,11476992.0,960,640,10,3
xl,1.5,44476379156.7665,3825664.0,123134279.68,11476992.0,1024,640,10,3
xl,1.5,42800200084.22432,4629053.4399999995,123134279.68,13887160.319999998,1024,704,10,3
s,1.5,20038040087.057816,612106.24,19086704.64,1836318.72,384,256,11,3
m,1.5,40076080174.11563,612106.24,19086704.64,1836318.72,384,256,11,3
l,1.5,100190200435.28906,612106.24,19086704.64,1836318.72,384,256,11,3
s,1.5,15462563848.447727,956416.0,25979125.759999998,2869248.0,448,320,11,3
m,1.5,30925127696.895454,956416.0,25979125.759999998,2869248.0,448,320,11,3
l,1.5,77312819242.23863,956416.0,25979125.759999998,2869248.0,448,320,11,3
xl,1.5,154625638484.47726,956416.0,25979125.759999998,2869248.0,448,320,11,3
s,1.5,13048927804.025414,956416.0,33931919.36,2869248.0,512,320,11,3
m,1.5,26097855608.050827,956416.0,33931919.36,2869248.0,512,320,11,3
l,1.5,65244639020.12707,956416.0,33931919.36,2869248.0,512,320,11,3
xl,1.5,130489278040.25414,956416.0,33931919.36,2869248.0,512,320,11,3
s,1.5,10594782764.167364,1377239.04,42945085.44,4131717.12,576,384,11,3
m,1.5,21189565528.33473,1377239.04,42945085.44,4131717.12,576,384,11,3
l,1.5,52973913820.83682,1377239.04,42945085.44,4131717.12,576,384,11,3
xl,1.5,105947827641.67365,1377239.04,42945085.44,4131717.12,576,384,11,3
l,1.5,43844478648.59009,1874575.3599999999,53018624.0,5623726.08,640,448,11,3
xl,1.5,87688957297.18018,1874575.3599999999,53018624.0,5623726.08,640,448,11,3
l,1.5,38685168193.94292,1874575.3599999999,64152535.04,5623726.08,704,448,11,3
xl,1.5,77370336387.88583,1874575.3599999999,64152535.04,5623726.08,704,448,11,3
l,1.5,36874584715.66134,2448424.96,64152535.04,7345274.88,704,512,11,3
xl,1.5,73749169431.32268,2448424.96,64152535.04,7345274.88,704,512,11,3
l,1.5,32919415731.08248,2448424.96,76346818.56,7345274.88,768,512,11,3
xl,1.5,65838831462.16496,2448424.96,76346818.56,7345274.88,768,512,11,3
xl,1.5,59080845336.51957,2448424.96,89601474.56,7345274.88,832,512,11,3
xl,1.5,56681137873.18531,3098787.84,89601474.56,9296363.52,832,576,11,3
xl,1.5,51313279933.72249,3098787.84,103916503.03999999,9296363.52,896,576,11,3
xl,1.5,49293390398.79814,3825664.0,103916503.03999999,11476992.0,896,640,11,3
xl,1.5,44963019535.101074,3825664.0,119291904.0,11476992.0,960,640,11,3
xl,1.5,43250665906.62859,4629053.4399999995,119291904.0,13887160.319999998,960,704,11,3
s,1.5,32776538434.21997,344309.76,9270067.2,1032929.28,256,192,12,3
m,1.5,65553076868.43994,344309.76,9270067.2,1032929.28,256,192,12,3
s,1.5,18596498845.196102,612106.24,20857651.2,1836318.72,384,256,12,3
m,1.5,37192997690.392204,612106.24,20857651.2,1836318.72,384,256,12,3
l,1.5,92982494225.98051,612106.24,20857651.2,1836318.72,384,256,12,3
s,1.5,14382299960.708933,956416.0,28389580.8,2869248.0,448,320,12,3
m,1.5,28764599921.417866,956416.0,28389580.8,2869248.0,448,320,12,3
l,1.5,71911499803.54466,956416.0,28389580.8,2869248.0,448,320,12,3
xl,1.5,143822999607.08932,956416.0,28389580.8,2869248.0,448,320,12,3
s,1.5,11456515291.284082,1377239.04,37080268.8,4131717.12,512,384,12,3
m,1.5,22913030582.568165,1377239.04,37080268.8,4131717.12,512,384,12,3
l,1.5,57282576456.42041,1377239.04,37080268.8,4131717.12,512,384,12,3
xl,1.5,114565152912.84082,1377239.04,37080268.8,4131717.12,512,384,12,3
s,1.5,9850565689.14507,1377239.04,46929715.2,4131717.12,576,384,12,3
m,1.5,19701131378.29014,1377239.04,46929715.2,4131717.12,576,384,12,3
l,1.5,49252828445.72535,1377239.04,46929715.2,4131717.12,576,384,12,3
xl,1.5,98505656891.4507,1377239.04,46929715.2,4131717.12,576,384,12,3
l,1.5,46709952996.84302,1874575.3599999999,46929715.2,5623726.08,576,448,12,3
xl,1.5,93419905993.68604,1874575.3599999999,46929715.2,5623726.08,576,448,12,3
l,1.5,40831447752.31986,1874575.3599999999,57937920.0,5623726.08,640,448,12,3
xl,1.5,81662895504.63972,1874575.3599999999,57937920.0,5623726.08,640,448,12,3
l,1.5,35959236912.81925,1874575.3599999999,70104883.2,5623726.08,704,448,12,3
xl,1.5,71918473825.6385,1874575.3599999999,70104883.2,5623726.08,704,448,12,3
l,1.5,34389650761.5526,2448424.96,70104883.2,7345274.88,704,512,12,3
xl,1.5,68779301523.1052,2448424.96,70104883.2,7345274.88,704,512,12,3
l,1.5,30643844169.660824,2448424.96,83430604.8,7345274.88,768,512,12,3
xl,1.5,61287688339.32165,2448424.96,83430604.8,7345274.88,768,512,12,3
l,1.5,29354636191.01966,3098787.84,83430604.8,9296363.52,768,576,12,3
xl,1.5,58709272382.03932,3098787.84,83430604.8,9296363.52,768,576,12,3
xl,1.5,52830721448.96117,3098787.84,97915084.8,9296363.52,832,576,12,3
xl,1.5,47751524792.52137,3098787.84,113558323.2,9296363.52,896,576,12,3
xl,1.5,50692090267.7247,3825664.0,97915084.8,11476992.0,832,640,12,3
xl,1.5,45997519849.05583,3825664.0,113558323.2,11476992.0,896,640,12,3
s,1.5,30585648629.110302,344309.76,10057154.56,1032929.28,256,192,13,3
m,1.5,61171297258.220604,344309.76,10057154.56,1032929.28,256,192,13,3
s,1.5,21709496660.357136,612106.24,15714304.0,1836318.72,320,256,13,3
m,1.5,43418993320.71427,612106.24,15714304.0,1836318.72,320,256,13,3
l,1.5,108547483301.78569,612106.24,15714304.0,1836318.72,320,256,13,3
s,1.5,17348447515.46693,612106.24,22628597.759999998,1836318.72,384,256,13,3
m,1.5,34696895030.93386,612106.24,22628597.759999998,1836318.72,384,256,13,3
l,1.5,86742237577.33466,612106.24,22628597.759999998,1836318.72,384,256,13,3
xl,1.5,173484475154.6693,612106.24,22628597.759999998,1836318.72,384,256,13,3
s,1.5,13443120878.198992,956416.0,30800035.84,2869248.0,448,320,13,3
m,1.5,26886241756.397984,956416.0,30800035.84,2869248.0,448,320,13,3
l,1.5,67215604390.994965,956416.0,30800035.84,2869248.0,448,320,13,3
xl,1.5,134431208781.98993,956416.0,30800035.84,2869248.0,448,320,13,3
s,1.5,10725972360.659279,1377239.04,40228618.24,4131717.12,512,384,13,3
m,1.5,21451944721.318558,1377239.04,40228618.24,4131717.12,512,384,13,3
l,1.5,53629861803.296394,1377239.04,40228618.24,4131717.12,512,384,13,3
xl,1.5,107259723606.59279,1377239.04,40228618.24,4131717.12,512,384,13,3
l,1.5,46020198016.032005,1377239.04,50914344.95999999,4131717.12,576,384,13,3
xl,1.5,92040396032.06401,1377239.04,50914344.95999999,4131717.12,576,384,13,3
l,1.5,43792615259.55682,1874575.3599999999,50914344.95999999,5623726.08,576,448,13,3
xl,1.5,87585230519.11365,1874575.3599999999,50914344.95999999,5623726.08,576,448,13,3
