"trainer/global_step","wandering-galaxy-59 - _step","wandering-galaxy-59 - _step__MIN","wandering-galaxy-59 - _step__MAX","wandering-galaxy-59 - val_entropy_loss","wandering-galaxy-59 - val_entropy_loss__MIN","wandering-galaxy-59 - val_entropy_loss__MAX"
"6749","809","809","809","1.2673115730285645","1.2673115730285645","1.2673115730285645"
"6799","815","815","815","1.2672743797302246","1.2672743797302246","1.2672743797302246"
"6849","821","821","821","1.266969919204712","1.266969919204712","1.266969919204712"
"6899","827","827","827","1.26677668094635","1.26677668094635","1.26677668094635"
"6949","833","833","833","1.267343282699585","1.267343282699585","1.267343282699585"
"6999","839","839","839","1.2660479545593262","1.2660479545593262","1.2660479545593262"
"7049","845","845","845","1.2662618160247803","1.2662618160247803","1.2662618160247803"
"7099","851","851","851","1.2663722038269043","1.2663722038269043","1.2663722038269043"
"7149","857","857","857","1.2661263942718506","1.2661263942718506","1.2661263942718506"
"7199","863","863","863","1.2662806510925293","1.2662806510925293","1.2662806510925293"
"7249","869","869","869","1.26621675491333","1.26621675491333","1.26621675491333"
"7299","875","875","875","1.2658884525299072","1.2658884525299072","1.2658884525299072"
"7349","881","881","881","1.2665648460388184","1.2665648460388184","1.2665648460388184"
"7399","887","887","887","1.2655425071716309","1.2655425071716309","1.2655425071716309"
"7449","893","893","893","1.2662994861602783","1.2662994861602783","1.2662994861602783"
"7499","899","899","899","1.2660298347473145","1.2660298347473145","1.2660298347473145"
"7549","905","905","905","1.2657701969146729","1.2657701969146729","1.2657701969146729"
"7599","911","911","911","1.2654457092285156","1.2654457092285156","1.2654457092285156"
"7649","917","917","917","1.2649438381195068","1.2649438381195068","1.2649438381195068"
"7699","923","923","923","1.2648835182189941","1.2648835182189941","1.2648835182189941"
"7749","929","929","929","1.2650424242019653","1.2650424242019653","1.2650424242019653"
"7799","935","935","935","1.2650783061981201","1.2650783061981201","1.2650783061981201"
"7849","941","941","941","1.2651054859161377","1.2651054859161377","1.2651054859161377"
"7899","947","947","947","1.2651227712631226","1.2651227712631226","1.2651227712631226"
"7949","953","953","953","1.265395164489746","1.265395164489746","1.265395164489746"
"7999","959","959","959","1.2651386260986328","1.2651386260986328","1.2651386260986328"
"8049","965","965","965","1.2646249532699585","1.2646249532699585","1.2646249532699585"
"8099","971","971","971","1.2643332481384277","1.2643332481384277","1.2643332481384277"
"8149","977","977","977","1.2642364501953125","1.2642364501953125","1.2642364501953125"
"8199","983","983","983","1.264153242111206","1.264153242111206","1.264153242111206"
"8249","989","989","989","1.2647175788879395","1.2647175788879395","1.2647175788879395"
"8299","995","995","995","1.2647998332977295","1.2647998332977295","1.2647998332977295"
"8349","1001","1001","1001","1.2645609378814697","1.2645609378814697","1.2645609378814697"
"8399","1007","1007","1007","1.263939380645752","1.263939380645752","1.263939380645752"
"8449","1013","1013","1013","1.2638731002807617","1.2638731002807617","1.2638731002807617"
"8499","1019","1019","1019","1.2638061046600342","1.2638061046600342","1.2638061046600342"
"8549","1025","1025","1025","1.2638128995895386","1.2638128995895386","1.2638128995895386"
"8599","1031","1031","1031","1.2637916803359985","1.2637916803359985","1.2637916803359985"
"8649","1037","1037","1037","1.2636719942092896","1.2636719942092896","1.2636719942092896"
"8699","1043","1043","1043","1.2633471488952637","1.2633471488952637","1.2633471488952637"
"8749","1049","1049","1049","1.2639049291610718","1.2639049291610718","1.2639049291610718"
"8799","1055","1055","1055","1.2634127140045166","1.2634127140045166","1.2634127140045166"
"8849","1061","1061","1061","1.2630776166915894","1.2630776166915894","1.2630776166915894"
"8899","1067","1067","1067","1.263120412826538","1.263120412826538","1.263120412826538"
"8949","1073","1073","1073","1.2634656429290771","1.2634656429290771","1.2634656429290771"
"8999","1079","1079","1079","1.2633041143417358","1.2633041143417358","1.2633041143417358"
"9049","1085","1085","1085","1.26287043094635","1.26287043094635","1.26287043094635"
"9099","1091","1091","1091","1.2631454467773438","1.2631454467773438","1.2631454467773438"
"9149","1097","1097","1097","1.262723445892334","1.262723445892334","1.262723445892334"
"9199","1103","1103","1103","1.2626135349273682","1.2626135349273682","1.2626135349273682"
"9249","1109","1109","1109","1.2629528045654297","1.2629528045654297","1.2629528045654297"
"9299","1115","1115","1115","1.2629356384277344","1.2629356384277344","1.2629356384277344"
"9349","1121","1121","1121","1.2628026008605957","1.2628026008605957","1.2628026008605957"
"9399","1127","1127","1127","1.262500286102295","1.262500286102295","1.262500286102295"
"9449","1133","1133","1133","1.2630178928375244","1.2630178928375244","1.2630178928375244"
"9499","1139","1139","1139","1.2623708248138428","1.2623708248138428","1.2623708248138428"
"9549","1145","1145","1145","1.2624931335449219","1.2624931335449219","1.2624931335449219"
"9599","1151","1151","1151","1.2622871398925781","1.2622871398925781","1.2622871398925781"
"9649","1157","1157","1157","1.2625088691711426","1.2625088691711426","1.2625088691711426"
"9699","1163","1163","1163","1.2622230052947998","1.2622230052947998","1.2622230052947998"
"9749","1169","1169","1169","1.2621328830718994","1.2621328830718994","1.2621328830718994"
"9799","1175","1175","1175","1.2624975442886353","1.2624975442886353","1.2624975442886353"
"9849","1181","1181","1181","1.2621185779571533","1.2621185779571533","1.2621185779571533"
"9899","1187","1187","1187","1.2621147632598877","1.2621147632598877","1.2621147632598877"
"9949","1193","1193","1193","1.2619218826293945","1.2619218826293945","1.2619218826293945"
"9999","1199","1199","1199","1.261972188949585","1.261972188949585","1.261972188949585"
"10049","1205","1205","1205","1.2618281841278076","1.2618281841278076","1.2618281841278076"
"10099","1211","1211","1211","1.2622292041778564","1.2622292041778564","1.2622292041778564"
"10149","1217","1217","1217","1.261557936668396","1.261557936668396","1.261557936668396"
"10199","1223","1223","1223","1.261889934539795","1.261889934539795","1.261889934539795"
"10249","1229","1229","1229","1.2614926099777222","1.2614926099777222","1.2614926099777222"
"10299","1235","1235","1235","1.2613704204559326","1.2613704204559326","1.2613704204559326"
"10349","1241","1241","1241","1.2614707946777344","1.2614707946777344","1.2614707946777344"
"10399","1247","1247","1247","1.2617301940917969","1.2617301940917969","1.2617301940917969"
"10449","1253","1253","1253","1.26194167137146","1.26194167137146","1.26194167137146"
"10499","1259","1259","1259","1.2613999843597412","1.2613999843597412","1.2613999843597412"
"10549","1265","1265","1265","1.2614470720291138","1.2614470720291138","1.2614470720291138"
"10599","1271","1271","1271","1.261325478553772","1.261325478553772","1.261325478553772"
"10649","1277","1277","1277","1.2615381479263306","1.2615381479263306","1.2615381479263306"
"10699","1283","1283","1283","1.2608203887939453","1.2608203887939453","1.2608203887939453"
"10749","1289","1289","1289","1.2609632015228271","1.2609632015228271","1.2609632015228271"
"10799","1295","1295","1295","1.2612242698669434","1.2612242698669434","1.2612242698669434"
"10849","1301","1301","1301","1.2607320547103882","1.2607320547103882","1.2607320547103882"
"10899","1307","1307","1307","1.261258602142334","1.261258602142334","1.261258602142334"
"10949","1313","1313","1313","1.2604514360427856","1.2604514360427856","1.2604514360427856"
"10999","1319","1319","1319","1.2609455585479736","1.2609455585479736","1.2609455585479736"
"11049","1325","1325","1325","1.2604390382766724","1.2604390382766724","1.2604390382766724"
"11099","1331","1331","1331","1.2609723806381226","1.2609723806381226","1.2609723806381226"
"11149","1337","1337","1337","1.2605211734771729","1.2605211734771729","1.2605211734771729"
"11199","1343","1343","1343","1.2603187561035156","1.2603187561035156","1.2603187561035156"
"11249","1349","1349","1349","1.260873794555664","1.260873794555664","1.260873794555664"
"11299","1355","1355","1355","1.2600799798965454","1.2600799798965454","1.2600799798965454"
"11349","1361","1361","1361","1.2604423761367798","1.2604423761367798","1.2604423761367798"
"11399","1367","1367","1367","1.2600595951080322","1.2600595951080322","1.2600595951080322"
"11449","1373","1373","1373","1.2602392435073853","1.2602392435073853","1.2602392435073853"
"11499","1379","1379","1379","1.2603700160980225","1.2603700160980225","1.2603700160980225"
"11549","1385","1385","1385","1.2597877979278564","1.2597877979278564","1.2597877979278564"
"11599","1391","1391","1391","1.2602380514144897","1.2602380514144897","1.2602380514144897"
"11649","1397","1397","1397","1.2598224878311157","1.2598224878311157","1.2598224878311157"
"11699","1403","1403","1403","1.2596449851989746","1.2596449851989746","1.2596449851989746"
"11749","1409","1409","1409","1.260077953338623","1.260077953338623","1.260077953338623"
"11799","1415","1415","1415","1.2601689100265503","1.2601689100265503","1.2601689100265503"
"11849","1421","1421","1421","1.2604358196258545","1.2604358196258545","1.2604358196258545"
"11899","1427","1427","1427","1.2597851753234863","1.2597851753234863","1.2597851753234863"
"11949","1433","1433","1433","1.2592711448669434","1.2592711448669434","1.2592711448669434"
"11999","1439","1439","1439","1.2596664428710938","1.2596664428710938","1.2596664428710938"
"12049","1445","1445","1445","1.2590534687042236","1.2590534687042236","1.2590534687042236"
"12099","1451","1451","1451","1.259691834449768","1.259691834449768","1.259691834449768"
"12149","1457","1457","1457","1.2595055103302002","1.2595055103302002","1.2595055103302002"
"12199","1463","1463","1463","1.2596161365509033","1.2596161365509033","1.2596161365509033"
"12249","1469","1469","1469","1.259513258934021","1.259513258934021","1.259513258934021"
"12299","1475","1475","1475","1.2592990398406982","1.2592990398406982","1.2592990398406982"
"12349","1481","1481","1481","1.2594633102416992","1.2594633102416992","1.2594633102416992"
"12399","1487","1487","1487","1.25948965549469","1.25948965549469","1.25948965549469"
"12449","1493","1493","1493","1.2591626644134521","1.2591626644134521","1.2591626644134521"
"12499","1499","1499","1499","1.2593090534210205","1.2593090534210205","1.2593090534210205"
"12549","1505","1505","1505","1.258987307548523","1.258987307548523","1.258987307548523"
"12599","1511","1511","1511","1.258971095085144","1.258971095085144","1.258971095085144"
"12649","1517","1517","1517","1.2589871883392334","1.2589871883392334","1.2589871883392334"
"12699","1523","1523","1523","1.2595655918121338","1.2595655918121338","1.2595655918121338"
"12749","1529","1529","1529","1.2589144706726074","1.2589144706726074","1.2589144706726074"
"12799","1535","1535","1535","1.2594490051269531","1.2594490051269531","1.2594490051269531"
"12849","1541","1541","1541","1.259482979774475","1.259482979774475","1.259482979774475"
"12899","1547","1547","1547","1.2591917514801025","1.2591917514801025","1.2591917514801025"
"12949","1553","1553","1553","1.25864839553833","1.25864839553833","1.25864839553833"
"12999","1559","1559","1559","1.2589945793151855","1.2589945793151855","1.2589945793151855"
"13049","1565","1565","1565","1.2584972381591797","1.2584972381591797","1.2584972381591797"
"13099","1571","1571","1571","1.2584811449050903","1.2584811449050903","1.2584811449050903"
"13149","1577","1577","1577","1.2586877346038818","1.2586877346038818","1.2586877346038818"
"13199","1583","1583","1583","1.2583383321762085","1.2583383321762085","1.2583383321762085"
"13249","1589","1589","1589","1.258434534072876","1.258434534072876","1.258434534072876"
"13299","1595","1595","1595","1.2581982612609863","1.2581982612609863","1.2581982612609863"
"13349","1601","1601","1601","1.2584965229034424","1.2584965229034424","1.2584965229034424"
"13399","1607","1607","1607","1.2580962181091309","1.2580962181091309","1.2580962181091309"
"13449","1613","1613","1613","1.2582250833511353","1.2582250833511353","1.2582250833511353"
"13499","1619","1619","1619","1.2581212520599365","1.2581212520599365","1.2581212520599365"
"13549","1625","1625","1625","1.2583719491958618","1.2583719491958618","1.2583719491958618"
"13599","1631","1631","1631","1.2578264474868774","1.2578264474868774","1.2578264474868774"
"13649","1637","1637","1637","1.2582001686096191","1.2582001686096191","1.2582001686096191"
"13699","1643","1643","1643","1.2579193115234375","1.2579193115234375","1.2579193115234375"
"13749","1649","1649","1649","1.2577977180480957","1.2577977180480957","1.2577977180480957"
"13799","1655","1655","1655","1.2583489418029785","1.2583489418029785","1.2583489418029785"
"13849","1661","1661","1661","1.2578729391098022","1.2578729391098022","1.2578729391098022"
"13899","1667","1667","1667","1.2577553987503052","1.2577553987503052","1.2577553987503052"
"13949","1673","1673","1673","1.2576237916946411","1.2576237916946411","1.2576237916946411"
"13999","1679","1679","1679","1.2575700283050537","1.2575700283050537","1.2575700283050537"
"14049","1685","1685","1685","1.257552146911621","1.257552146911621","1.257552146911621"
"14099","1691","1691","1691","1.2574998140335083","1.2574998140335083","1.2574998140335083"
"14149","1697","1697","1697","1.2573602199554443","1.2573602199554443","1.2573602199554443"
"14199","1703","1703","1703","1.2575738430023193","1.2575738430023193","1.2575738430023193"
"14249","1709","1709","1709","1.2575653791427612","1.2575653791427612","1.2575653791427612"
"14299","1715","1715","1715","1.2573788166046143","1.2573788166046143","1.2573788166046143"
"14349","1721","1721","1721","1.2574348449707031","1.2574348449707031","1.2574348449707031"
"14399","1727","1727","1727","1.2574503421783447","1.2574503421783447","1.2574503421783447"
"14449","1733","1733","1733","1.2575652599334717","1.2575652599334717","1.2575652599334717"
"14499","1739","1739","1739","1.257214903831482","1.257214903831482","1.257214903831482"
"14549","1745","1745","1745","1.2572882175445557","1.2572882175445557","1.2572882175445557"
"14599","1751","1751","1751","1.256964087486267","1.256964087486267","1.256964087486267"
"14649","1757","1757","1757","1.2568299770355225","1.2568299770355225","1.2568299770355225"
"14699","1763","1763","1763","1.2573418617248535","1.2573418617248535","1.2573418617248535"
"14749","1769","1769","1769","1.2569899559020996","1.2569899559020996","1.2569899559020996"
"14799","1775","1775","1775","1.2570029497146606","1.2570029497146606","1.2570029497146606"
"14849","1781","1781","1781","1.2569146156311035","1.2569146156311035","1.2569146156311035"
"14899","1787","1787","1787","1.2571123838424683","1.2571123838424683","1.2571123838424683"
"14949","1793","1793","1793","1.2566585540771484","1.2566585540771484","1.2566585540771484"
"14999","1799","1799","1799","1.2568411827087402","1.2568411827087402","1.2568411827087402"
"15049","1805","1805","1805","1.2570470571517944","1.2570470571517944","1.2570470571517944"
"15099","1811","1811","1811","1.257009506225586","1.257009506225586","1.257009506225586"
"15149","1817","1817","1817","1.2566382884979248","1.2566382884979248","1.2566382884979248"
"15199","1823","1823","1823","1.2569384574890137","1.2569384574890137","1.2569384574890137"
"15249","1829","1829","1829","1.2569565773010254","1.2569565773010254","1.2569565773010254"
"15299","1835","1835","1835","1.2569160461425781","1.2569160461425781","1.2569160461425781"
"15349","1841","1841","1841","1.2567863464355469","1.2567863464355469","1.2567863464355469"
"15399","1847","1847","1847","1.2567481994628906","1.2567481994628906","1.2567481994628906"
"15449","1853","1853","1853","1.2568402290344238","1.2568402290344238","1.2568402290344238"
"15499","1859","1859","1859","1.2564418315887451","1.2564418315887451","1.2564418315887451"
"15549","1865","1865","1865","1.2564589977264404","1.2564589977264404","1.2564589977264404"
"15599","1871","1871","1871","1.2565488815307617","1.2565488815307617","1.2565488815307617"
"15649","1877","1877","1877","1.256699562072754","1.256699562072754","1.256699562072754"
"15699","1883","1883","1883","1.2564611434936523","1.2564611434936523","1.2564611434936523"
"15749","1889","1889","1889","1.256229281425476","1.256229281425476","1.256229281425476"
"15799","1895","1895","1895","1.256326675415039","1.256326675415039","1.256326675415039"
"15849","1901","1901","1901","1.2560418844223022","1.2560418844223022","1.2560418844223022"
"15899","1907","1907","1907","1.256300926208496","1.256300926208496","1.256300926208496"
"15949","1913","1913","1913","1.2563539743423462","1.2563539743423462","1.2563539743423462"
"15999","1919","1919","1919","1.2561944723129272","1.2561944723129272","1.2561944723129272"
"16049","1925","1925","1925","1.2562012672424316","1.2562012672424316","1.2562012672424316"
"16099","1931","1931","1931","1.2560670375823975","1.2560670375823975","1.2560670375823975"
"16149","1937","1937","1937","1.2559499740600586","1.2559499740600586","1.2559499740600586"
"16199","1943","1943","1943","1.2557425498962402","1.2557425498962402","1.2557425498962402"
"16249","1949","1949","1949","1.2557096481323242","1.2557096481323242","1.2557096481323242"
"16299","1955","1955","1955","1.255798101425171","1.255798101425171","1.255798101425171"
"16349","1961","1961","1961","1.2558724880218506","1.2558724880218506","1.2558724880218506"
"16399","1967","1967","1967","1.2562345266342163","1.2562345266342163","1.2562345266342163"
"16449","1973","1973","1973","1.2563085556030273","1.2563085556030273","1.2563085556030273"
"16499","1979","1979","1979","1.2560940980911255","1.2560940980911255","1.2560940980911255"
"16549","1985","1985","1985","1.2557315826416016","1.2557315826416016","1.2557315826416016"
"16599","1991","1991","1991","1.2559330463409424","1.2559330463409424","1.2559330463409424"
"16649","1997","1997","1997","1.255995750427246","1.255995750427246","1.255995750427246"
"16699","2003","2003","2003","1.2559669017791748","1.2559669017791748","1.2559669017791748"
"16749","2009","2009","2009","1.2556688785552979","1.2556688785552979","1.2556688785552979"
"16799","2015","2015","2015","1.2556681632995605","1.2556681632995605","1.2556681632995605"
"16849","2021","2021","2021","1.255815029144287","1.255815029144287","1.255815029144287"
"16899","2027","2027","2027","1.255692720413208","1.255692720413208","1.255692720413208"
"16949","2033","2033","2033","1.2558338642120361","1.2558338642120361","1.2558338642120361"
