"trainer/global_step","restful-flower-48 - _step","restful-flower-48 - _step__MIN","restful-flower-48 - _step__MAX","restful-flower-48 - val_entropy_loss","restful-flower-48 - val_entropy_loss__MIN","restful-flower-48 - val_entropy_loss__MAX"
"1599","191","191","191","1.290185570716858","1.290185570716858","1.290185570716858"
"1649","197","197","197","1.289151668548584","1.289151668548584","1.289151668548584"
"1699","203","203","203","1.2890037298202515","1.2890037298202515","1.2890037298202515"
"1749","209","209","209","1.2883491516113281","1.2883491516113281","1.2883491516113281"
"1799","215","215","215","1.28792405128479","1.28792405128479","1.28792405128479"
"1849","221","221","221","1.2883801460266113","1.2883801460266113","1.2883801460266113"
"1899","227","227","227","1.2869983911514282","1.2869983911514282","1.2869983911514282"
"1949","233","233","233","1.2862401008605957","1.2862401008605957","1.2862401008605957"
"1999","239","239","239","1.2867028713226318","1.2867028713226318","1.2867028713226318"
"2049","245","245","245","1.2860186100006104","1.2860186100006104","1.2860186100006104"
"2099","251","251","251","1.2863610982894897","1.2863610982894897","1.2863610982894897"
"2149","257","257","257","1.285507082939148","1.285507082939148","1.285507082939148"
"2199","263","263","263","1.2834978103637695","1.2834978103637695","1.2834978103637695"
"2249","269","269","269","1.2841886281967163","1.2841886281967163","1.2841886281967163"
"2299","275","275","275","1.2836682796478271","1.2836682796478271","1.2836682796478271"
"2349","281","281","281","1.2832945585250854","1.2832945585250854","1.2832945585250854"
"2399","287","287","287","1.2830352783203125","1.2830352783203125","1.2830352783203125"
"2449","293","293","293","1.2831984758377075","1.2831984758377075","1.2831984758377075"
"2499","299","299","299","1.2826248407363892","1.2826248407363892","1.2826248407363892"
"2549","305","305","305","1.2828236818313599","1.2828236818313599","1.2828236818313599"
"2599","311","311","311","1.282225489616394","1.282225489616394","1.282225489616394"
"2649","317","317","317","1.2818409204483032","1.2818409204483032","1.2818409204483032"
"2699","323","323","323","1.2816336154937744","1.2816336154937744","1.2816336154937744"
"2749","329","329","329","1.2811951637268066","1.2811951637268066","1.2811951637268066"
"2799","335","335","335","1.2811954021453857","1.2811954021453857","1.2811954021453857"
"2849","341","341","341","1.2805194854736328","1.2805194854736328","1.2805194854736328"
"2899","347","347","347","1.2800381183624268","1.2800381183624268","1.2800381183624268"
"2949","353","353","353","1.2807931900024414","1.2807931900024414","1.2807931900024414"
"2999","359","359","359","1.2803009748458862","1.2803009748458862","1.2803009748458862"
"3049","365","365","365","1.279421091079712","1.279421091079712","1.279421091079712"
"3099","371","371","371","1.2784664630889893","1.2784664630889893","1.2784664630889893"
"3149","377","377","377","1.2803990840911865","1.2803990840911865","1.2803990840911865"
"3199","383","383","383","1.278612732887268","1.278612732887268","1.278612732887268"
"3249","389","389","389","1.2785322666168213","1.2785322666168213","1.2785322666168213"
"3299","395","395","395","1.2775472402572632","1.2775472402572632","1.2775472402572632"
"3349","401","401","401","1.278350591659546","1.278350591659546","1.278350591659546"
"3399","407","407","407","1.2781351804733276","1.2781351804733276","1.2781351804733276"
"3449","413","413","413","1.2778970003128052","1.2778970003128052","1.2778970003128052"
"3499","419","419","419","1.278416633605957","1.278416633605957","1.278416633605957"
"3549","425","425","425","1.2784364223480225","1.2784364223480225","1.2784364223480225"
"3599","431","431","431","1.2778069972991943","1.2778069972991943","1.2778069972991943"
"3649","437","437","437","1.277474284172058","1.277474284172058","1.277474284172058"
"3699","443","443","443","1.2765463590621948","1.2765463590621948","1.2765463590621948"
"3749","449","449","449","1.2765591144561768","1.2765591144561768","1.2765591144561768"
"3799","455","455","455","1.2765198945999146","1.2765198945999146","1.2765198945999146"
"3849","461","461","461","1.2760785818099976","1.2760785818099976","1.2760785818099976"
"3899","467","467","467","1.277478814125061","1.277478814125061","1.277478814125061"
"3949","473","473","473","1.2759188413619995","1.2759188413619995","1.2759188413619995"
"3999","479","479","479","1.2754428386688232","1.2754428386688232","1.2754428386688232"
"4049","485","485","485","1.2752368450164795","1.2752368450164795","1.2752368450164795"
"4099","491","491","491","1.2753304243087769","1.2753304243087769","1.2753304243087769"
"4149","497","497","497","1.2751688957214355","1.2751688957214355","1.2751688957214355"
"4199","503","503","503","1.2751280069351196","1.2751280069351196","1.2751280069351196"
"4249","509","509","509","1.2737470865249634","1.2737470865249634","1.2737470865249634"
"4299","515","515","515","1.2735579013824463","1.2735579013824463","1.2735579013824463"
"4349","521","521","521","1.2737414836883545","1.2737414836883545","1.2737414836883545"
"4399","527","527","527","1.2732675075531006","1.2732675075531006","1.2732675075531006"
"4449","533","533","533","1.2729625701904297","1.2729625701904297","1.2729625701904297"
"4499","539","539","539","1.2736423015594482","1.2736423015594482","1.2736423015594482"
"4549","545","545","545","1.2732833623886108","1.2732833623886108","1.2732833623886108"
"4599","551","551","551","1.273109793663025","1.273109793663025","1.273109793663025"
"4649","557","557","557","1.2720615863800049","1.2720615863800049","1.2720615863800049"
"4699","563","563","563","1.27220618724823","1.27220618724823","1.27220618724823"
"4749","569","569","569","1.2721338272094727","1.2721338272094727","1.2721338272094727"
"4799","575","575","575","1.2715452909469604","1.2715452909469604","1.2715452909469604"
"4849","581","581","581","1.2722208499908447","1.2722208499908447","1.2722208499908447"
"4899","587","587","587","1.272162675857544","1.272162675857544","1.272162675857544"
"4949","593","593","593","1.2722625732421875","1.2722625732421875","1.2722625732421875"
"4999","599","599","599","1.2719714641571045","1.2719714641571045","1.2719714641571045"
"5049","605","605","605","1.2713425159454346","1.2713425159454346","1.2713425159454346"
"5099","611","611","611","1.272436499595642","1.272436499595642","1.272436499595642"
"5149","617","617","617","1.2715508937835693","1.2715508937835693","1.2715508937835693"
"5199","623","623","623","1.2704850435256958","1.2704850435256958","1.2704850435256958"
"5249","629","629","629","1.2706406116485596","1.2706406116485596","1.2706406116485596"
"5299","635","635","635","1.2713549137115479","1.2713549137115479","1.2713549137115479"
"5349","641","641","641","1.2698864936828613","1.2698864936828613","1.2698864936828613"
"5399","647","647","647","1.2704694271087646","1.2704694271087646","1.2704694271087646"
"5449","653","653","653","1.2695313692092896","1.2695313692092896","1.2695313692092896"
"5499","659","659","659","1.269932746887207","1.269932746887207","1.269932746887207"
"5549","665","665","665","1.2696170806884766","1.2696170806884766","1.2696170806884766"
"5599","671","671","671","1.2699859142303467","1.2699859142303467","1.2699859142303467"
"5649","677","677","677","1.2696599960327148","1.2696599960327148","1.2696599960327148"
"5699","683","683","683","1.268936276435852","1.268936276435852","1.268936276435852"
"5749","689","689","689","1.268933653831482","1.268933653831482","1.268933653831482"
"5799","695","695","695","1.2689181566238403","1.2689181566238403","1.2689181566238403"
"5849","701","701","701","1.2697086334228516","1.2697086334228516","1.2697086334228516"
"5899","707","707","707","1.2684369087219238","1.2684369087219238","1.2684369087219238"
"5949","713","713","713","1.2689763307571411","1.2689763307571411","1.2689763307571411"
"5999","719","719","719","1.268121361732483","1.268121361732483","1.268121361732483"
"6049","725","725","725","1.2680991888046265","1.2680991888046265","1.2680991888046265"
"6099","731","731","731","1.2680789232254028","1.2680789232254028","1.2680789232254028"
"6149","737","737","737","1.2673892974853516","1.2673892974853516","1.2673892974853516"
"6199","743","743","743","1.2678478956222534","1.2678478956222534","1.2678478956222534"
"6249","749","749","749","1.2681119441986084","1.2681119441986084","1.2681119441986084"
"6299","755","755","755","1.2673683166503906","1.2673683166503906","1.2673683166503906"
"6349","761","761","761","1.2674809694290161","1.2674809694290161","1.2674809694290161"
"6399","767","767","767","1.268031358718872","1.268031358718872","1.268031358718872"
"6449","773","773","773","1.2672542333602905","1.2672542333602905","1.2672542333602905"
"6499","779","779","779","1.2677192687988281","1.2677192687988281","1.2677192687988281"
"6549","785","785","785","1.2676209211349487","1.2676209211349487","1.2676209211349487"
"6599","791","791","791","1.2668538093566895","1.2668538093566895","1.2668538093566895"
"6649","797","797","797","1.2669621706008911","1.2669621706008911","1.2669621706008911"
"6699","803","803","803","1.2669001817703247","1.2669001817703247","1.2669001817703247"
"6749","809","809","809","1.266703486442566","1.266703486442566","1.266703486442566"
"6799","815","815","815","1.2666380405426025","1.2666380405426025","1.2666380405426025"
"6849","821","821","821","1.2663801908493042","1.2663801908493042","1.2663801908493042"
"6899","827","827","827","1.2666031122207642","1.2666031122207642","1.2666031122207642"
"6949","833","833","833","1.2663456201553345","1.2663456201553345","1.2663456201553345"
"6999","839","839","839","1.2668185234069824","1.2668185234069824","1.2668185234069824"
"7049","845","845","845","1.2658100128173828","1.2658100128173828","1.2658100128173828"
"7099","851","851","851","1.2660398483276367","1.2660398483276367","1.2660398483276367"
"7149","857","857","857","1.2661842107772827","1.2661842107772827","1.2661842107772827"
"7199","863","863","863","1.2659454345703125","1.2659454345703125","1.2659454345703125"
"7249","869","869","869","1.2665495872497559","1.2665495872497559","1.2665495872497559"
"7299","875","875","875","1.2658028602600098","1.2658028602600098","1.2658028602600098"
"7349","881","881","881","1.2659430503845215","1.2659430503845215","1.2659430503845215"
"7399","887","887","887","1.2654616832733154","1.2654616832733154","1.2654616832733154"
"7449","893","893","893","1.2651307582855225","1.2651307582855225","1.2651307582855225"
"7499","899","899","899","1.2645845413208008","1.2645845413208008","1.2645845413208008"
"7549","905","905","905","1.265505075454712","1.265505075454712","1.265505075454712"
"7599","911","911","911","1.2646199464797974","1.2646199464797974","1.2646199464797974"
"7649","917","917","917","1.2648556232452393","1.2648556232452393","1.2648556232452393"
"7699","923","923","923","1.2654633522033691","1.2654633522033691","1.2654633522033691"
"7749","929","929","929","1.2652451992034912","1.2652451992034912","1.2652451992034912"
"7799","935","935","935","1.2649672031402588","1.2649672031402588","1.2649672031402588"
"7849","941","941","941","1.265432596206665","1.265432596206665","1.265432596206665"
"7899","947","947","947","1.2645703554153442","1.2645703554153442","1.2645703554153442"
"7949","953","953","953","1.264917254447937","1.264917254447937","1.264917254447937"
"7999","959","959","959","1.2646698951721191","1.2646698951721191","1.2646698951721191"
"8049","965","965","965","1.2649251222610474","1.2649251222610474","1.2649251222610474"
"8099","971","971","971","1.264168381690979","1.264168381690979","1.264168381690979"
"8149","977","977","977","1.264675498008728","1.264675498008728","1.264675498008728"
"8199","983","983","983","1.264073133468628","1.264073133468628","1.264073133468628"
"8249","989","989","989","1.26405668258667","1.26405668258667","1.26405668258667"
"8299","995","995","995","1.2639496326446533","1.2639496326446533","1.2639496326446533"
"8349","1001","1001","1001","1.264832615852356","1.264832615852356","1.264832615852356"
"8399","1007","1007","1007","1.2637410163879395","1.2637410163879395","1.2637410163879395"
"8449","1013","1013","1013","1.2646194696426392","1.2646194696426392","1.2646194696426392"
"8499","1019","1019","1019","1.2632018327713013","1.2632018327713013","1.2632018327713013"
"8549","1025","1025","1025","1.2633724212646484","1.2633724212646484","1.2633724212646484"
"8599","1031","1031","1031","1.2639949321746826","1.2639949321746826","1.2639949321746826"
"8649","1037","1037","1037","1.263569951057434","1.263569951057434","1.263569951057434"
"8699","1043","1043","1043","1.2626360654830933","1.2626360654830933","1.2626360654830933"
"8749","1049","1049","1049","1.2637712955474854","1.2637712955474854","1.2637712955474854"
"8799","1055","1055","1055","1.2631129026412964","1.2631129026412964","1.2631129026412964"
"8849","1061","1061","1061","1.2627719640731812","1.2627719640731812","1.2627719640731812"
"8899","1067","1067","1067","1.2626415491104126","1.2626415491104126","1.2626415491104126"
"8949","1073","1073","1073","1.263296365737915","1.263296365737915","1.263296365737915"
"8999","1079","1079","1079","1.2632315158843994","1.2632315158843994","1.2632315158843994"
"9049","1085","1085","1085","1.2630712985992432","1.2630712985992432","1.2630712985992432"
"9099","1091","1091","1091","1.2625607252120972","1.2625607252120972","1.2625607252120972"
"9149","1097","1097","1097","1.2624881267547607","1.2624881267547607","1.2624881267547607"
"9199","1103","1103","1103","1.262417197227478","1.262417197227478","1.262417197227478"
"9249","1109","1109","1109","1.2619324922561646","1.2619324922561646","1.2619324922561646"
"9299","1115","1115","1115","1.262635588645935","1.262635588645935","1.262635588645935"
"9349","1121","1121","1121","1.2627573013305664","1.2627573013305664","1.2627573013305664"
"9399","1127","1127","1127","1.2628769874572754","1.2628769874572754","1.2628769874572754"
"9449","1133","1133","1133","1.262352466583252","1.262352466583252","1.262352466583252"
"9499","1139","1139","1139","1.2621482610702515","1.2621482610702515","1.2621482610702515"
"9549","1145","1145","1145","1.2626444101333618","1.2626444101333618","1.2626444101333618"
"9599","1151","1151","1151","1.2623436450958252","1.2623436450958252","1.2623436450958252"
"9649","1157","1157","1157","1.2618536949157715","1.2618536949157715","1.2618536949157715"
"9699","1163","1163","1163","1.2617942094802856","1.2617942094802856","1.2617942094802856"
"9749","1169","1169","1169","1.2615901231765747","1.2615901231765747","1.2615901231765747"
"9799","1175","1175","1175","1.2625164985656738","1.2625164985656738","1.2625164985656738"
"9849","1181","1181","1181","1.261352300643921","1.261352300643921","1.261352300643921"
"9899","1187","1187","1187","1.2614736557006836","1.2614736557006836","1.2614736557006836"
"9949","1193","1193","1193","1.2608559131622314","1.2608559131622314","1.2608559131622314"
"9999","1199","1199","1199","1.2609812021255493","1.2609812021255493","1.2609812021255493"
"10049","1205","1205","1205","1.260880708694458","1.260880708694458","1.260880708694458"
"10099","1211","1211","1211","1.2614567279815674","1.2614567279815674","1.2614567279815674"
"10149","1217","1217","1217","1.261217474937439","1.261217474937439","1.261217474937439"
"10199","1223","1223","1223","1.2609355449676514","1.2609355449676514","1.2609355449676514"
"10249","1229","1229","1229","1.2607271671295166","1.2607271671295166","1.2607271671295166"
"10299","1235","1235","1235","1.2605412006378174","1.2605412006378174","1.2605412006378174"
"10349","1241","1241","1241","1.2607094049453735","1.2607094049453735","1.2607094049453735"
"10399","1247","1247","1247","1.2605773210525513","1.2605773210525513","1.2605773210525513"
"10449","1253","1253","1253","1.2606228590011597","1.2606228590011597","1.2606228590011597"
"10499","1259","1259","1259","1.2603707313537598","1.2603707313537598","1.2603707313537598"
"10549","1265","1265","1265","1.2607746124267578","1.2607746124267578","1.2607746124267578"
"10599","1271","1271","1271","1.2609435319900513","1.2609435319900513","1.2609435319900513"
"10649","1277","1277","1277","1.2602561712265015","1.2602561712265015","1.2602561712265015"
"10699","1283","1283","1283","1.260776162147522","1.260776162147522","1.260776162147522"
"10749","1289","1289","1289","1.2605741024017334","1.2605741024017334","1.2605741024017334"
"10799","1295","1295","1295","1.2600648403167725","1.2600648403167725","1.2600648403167725"
"10849","1301","1301","1301","1.259539008140564","1.259539008140564","1.259539008140564"
"10899","1307","1307","1307","1.2595818042755127","1.2595818042755127","1.2595818042755127"
"10949","1313","1313","1313","1.25971519947052","1.25971519947052","1.25971519947052"
"10999","1319","1319","1319","1.2599271535873413","1.2599271535873413","1.2599271535873413"
